CLEANING PIPE,SF1667,75MM CLEANING PIPE (GRR) G (P24),https://drive.google.com/uc?export=view&id=1L0CKBRwATUjkbpSS6KRDoj3lsneZbtq8
FLANGE GASKET-OPEN,CS2355,"28.6MM(1"")CPVC FLANGE GASKET CLOSE (P100)",https://drive.google.com/uc?export=view&id=1KRd-qesVXnjLtlSrIhRDetQywfcpGkvh
COUPLER SCH 40,CH1111,"150MM(6"") CPVC COUPLER SH40  (P1)",https://drive.google.com/uc?export=view&id=1ubO756Bh047g2R-WCCisW2JkldZAJRe-
ELBOW 90 DEG. SCH40,CH1112,"150MM(6"") CPVC 90° ELBOW SH40  (P1)",https://drive.google.com/uc?export=view&id=1Gk6HhWAq-DFLd4nQOLj5mWP_89ANcOlb
ELBOW 45 DEG.  SCH40,CH1113,"150MM(6"") CPVC 45° ELBOW SH40  (P1)",https://drive.google.com/uc?export=view&id=1wIJfTr8EqcUKa389zLVIhIZfDcKrmDVV
TEE SCH40,CH1114,"150MM(6"") CPVC TEE SH40  (P1)",https://drive.google.com/uc?export=view&id=1Pqje0Lrlg1VoNT9b-N-GcpCFmpmSmMeE
END CAP SCH40,CH1115,"150MM(6"") CPVC END CAP SH40  (P1)",https://drive.google.com/uc?export=view&id=1-liNn0zXOyGoY8R2tBkxosq_3uSywqWH
R.BUSH SCH40,CH1116,"150X54MM(6""X2"")CPVC R.BUSH SH40  (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
R.BUSH SCH40,CH1117,"150X65MM(6""X21/2"")CPVC R.BUSH SH40 (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
R.BUSH SCH40,CH1118,"150X80MM(6""X3"") CPVC R.BUSH SH40  (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
R.BUSH SCH40,CH1119,"150X100MM(6""X4') CPVC R.BUSH SH40 (P1)",https://drive.google.com/uc?export=view&id=1bSHDntSnRhb0ca82UKtclTPGeZWUMm3P
FLANGE GASKET-OPEN SCH 80,CH1257,"65MM(21/2"")CPVC FLANGE GASKET-OPEN SH80(P2)",
FLANGE GASKET-OPEN SCH 80,CH1258,"80MM(3"")CPVC FLANGE GASKET-OPEN SH80(P2)",
FLANGE GASKET-OPEN SCH 80,CH1259,"100MM(4"")CPVC FLANGE GASKET-OPEN SH80(P2)",
BRASS CONCEALED VALVE LONG QUARTER TRINGLE,CS4457,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LQ TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG QUATER SQUARE,CS4456,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG QUARTER ROUND,CS4455,"15.9MM(1/2"")CPVC BR.CONC.VALVE LQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG FULL SQUARE,CS4448,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG FULL TRINGLE,CS4449,"15.9MM(1/2"")CPVC BR.CONCLD VALVE LF TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG FULL ROUND,CS4447,"15.9MM(1/2"")CPVC BR.CONC.VALVE LF ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG QUARTER TRINGLE,CS3888,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LQ TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG QUATER SQUARE,CS3799,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG QUARTER ROUND,CS3789,"22.2MM(3/4"")CPVC BR.CONC.VALVE LQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG FULL TRINGLE,CS3788,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LF TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG FULL SQUARE,CS3779,"22.2MM(3/4"")CPVC BR.CONCLD VALVE LF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG FULL ROUND,CS3778,"22.2MM(3/4"")CPVC BR.CONC.VALVE LF ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG QUARTER TRINGLE,CS3677,"28.6MM(1"")CPVC BR.CONCLD VALVE LQ TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG QUATER SQUARE,CS3669,"28.6MM(1"")CPVC BR.CONCLD VALVE LQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG QUARTER ROUND,CS3668,"28.6MM(1"")CPVC BR.CONCLD VALVE LQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE LONG FULL TRINGLE,CS3667,"28.6MM(1"")CPVC BR.CONCLD VALVE LF TRI. (P20)",https://drive.google.com/uc?export=view&id=1W01NmCr3SpLChHkeaS5pR0oY_wmcvhme
BRASS CONCEALED VALVE LONG FULL SQUARE,CS3666,"28.6MM(1"")CPVC BR.CONCLD VALVE LF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Z4Yi6ySEfzjoy4POY_Tg0EnCXLMk_LZL
BRASS CONCEALED VALVE LONG FULL ROUND,CS3599,"28.6MM(1"")CPVC BR.CONCLD VALVE LF ROUND (P20)",https://drive.google.com/uc?export=view&id=1IyUOR2WCME6qkpmzPsZYCLit9tavePHO
BRASS CONCEALED VALVE SHORT QUARTER TRINGLE,CS4446,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SQ TRI. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
BRASS CONCEALED VALVE SHORT QUATER SQUARE,CS4445,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT QUARTER ROUND,CS4444,"15.9MM(1/2"")CPVC BR.CONC.VALVE SQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1lAfUgLhxfLE-wZlV0ZTeSENb8CPK42Ym
BRASS CONCEALED VALVE SHORT FULL SQUARE,CS3999,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SF TRI. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT FULL TRINGLE,CS3899,"15.9MM(1/2"")CPVC BR.CONCLD VALVE SF SQR. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
BRASS CONCEALED VALVE SHORT FULL ROUND,CS3889,"15.9MM(1/2"")CPVC BR.CONC.VALVE SF ROUND (P20)",https://drive.google.com/uc?export=view&id=1lAfUgLhxfLE-wZlV0ZTeSENb8CPK42Ym
BRASS CONCEALED VALVE SHORT QUARTER TRINGLE,CS3777,"22.2MM(3/4"")CPVC BR.CONCLD VALVE SQ TRI. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
BRASS CONCEALED VALVE SHORT QUATER SQUARE,CS3699,"22.2MM(3/4"")CPVC BR.CONCLD VALVE SQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT QUARTER ROUND,CS3689,"22.2MM(3/4"")CPVC BR.CONC.VALVE SQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1lAfUgLhxfLE-wZlV0ZTeSENb8CPK42Ym
BRASS CONCEALED VALVE SHORT FULL TRINGLE,CS3688,"22.2MM(3/4"")CPVC BR.CONCLD VALVE SF TRI. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
BRASS CONCEALED VALVE SHORT FULL SQUARE,CS3679,"22.2MM(3/4"")CPVC BR.CONCLD VALVE SF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT FULL ROUND,CS3678,"22.2MM(3/4"")CPVC BR.CONC.VALVE SF ROUND (P20)",https://drive.google.com/uc?export=view&id=1lAfUgLhxfLE-wZlV0ZTeSENb8CPK42Ym
BRASS CONCEALED VALVE SHORT QUARTER TRINGLE,CS3589,"28.6MM(1"")CPVC BR.CONCLD VALVE SQ TRI. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
BRASS CONCEALED VALVE SHORT QUATER SQUARE,CS3588,"28.6MM(1"")CPVC BR.CONCLD VALVE SQ SQR. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT QUARTER ROUND,CS3579,"28.6MM(1"")CPVC BR.CONCLD VALVE SQ ROUND (P20)",https://drive.google.com/uc?export=view&id=1lAfUgLhxfLE-wZlV0ZTeSENb8CPK42Ym
BRASS CONCEALED VALVE SHORT FULL TRINGLE,CS3578,"28.6MM(1"")CPVC BR.CONCLD VALVE SF TRI. (P20)",https://drive.google.com/uc?export=view&id=12tns9r2PAtSAJW45rApT6qxh2HVdCiH8
BRASS CONCEALED VALVE SHORT FULL SQUARE,CS3577,"28.6MM(1"")CPVC BR.CONCLD VALVE SF SQR. (P20)",https://drive.google.com/uc?export=view&id=1Jp72yTGbKHy-qcHR2P_H0hxcgQA8MUxO
BRASS CONCEALED VALVE SHORT FULL ROUND,CS3569,"28.6MM(1"")CPVC BR.CONCLD.VALVE SF ROUND (P20)",https://drive.google.com/uc?export=view&id=1lAfUgLhxfLE-wZlV0ZTeSENb8CPK42Ym
BRASS TEE,MS1245,25MM x 20MM'' BRASS TEE (P-100),
BRASS FEMALE THREADED ADAPTOR (F.T.A),MS1189,25MM x 20MM' BRASS F.T.A. (P-100),
REDUCING TEE,MM1456,63X50MM 6KG REDUCING TEE (P-40),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1457,75X40MM 6KG REDUCING TEE (P-25),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1458,75X63MM 6KG REDUCING TEE (P-25),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1459,75X50MM 6KG REDUCING TEE (P-25),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1466,90X50MM 6KG REDUCING TEE (P18),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1467,90X75MM 6KG REDUCING TEE (P-18),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1468,90X63MM 6KG REDUCING TEE (P-18),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1469,110X75MM 6KG REDUCING TEE (P-8),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1477,110X63MM 6KG REDUCING TEE (P-10),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1478,110X90MM 6KG REDUCING TEE (P-8),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MH1278,140X90MM 6KG REDUCING TEE (P-4),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MH1279,140X110MM 6KG REDUCING TEE (P-4),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MH1288,160X140MM 6KG REDUCING TEE (P-3),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MH1289,160X110MM 6KG REDUCING TEE (P-3),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1246,25X20MM 10KG REDUCING TEE (P200),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1247,32X20MM 10KG REDUCING TEE (P100),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1248,32X25MM 10KG REDUCING TEE (P100),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1249,40X20MM 10KG REDUCING TEE (P70),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1255,40X25MM 10KG REDUCING TEE (P60),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1256,40X32MM 10KG REDUCING TEE (P50),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1257,50X20MM 10KG REDUCING TEE (P100),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1258,50X25MM 10KG REDUCING TEE (P100),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1259,50X32MM 10KG REDUCING TEE (P80),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MS1266,50X40MM 10KG REDUCING TEE (P-50),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1479,63X25MM 10KG REDUCING TEE (P60),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
REDUCING TEE,MM1488,63X32MM 10KG REDUCING TEE (P50),https://drive.google.com/uc?export=view&id=1jmnuc2TWeFv8d6qS0Ge-48kCPgefcvU9
BRASS ELBOW,MS1137,25MM x 20MM' BRASS ELBOW (P-100),
90 DEG. REDUCING THREADED ELBOW,MM1157,75X63MM 6KG REDUCING THRD. ELBOW (P45),
REDUCING SINGLE Y,MH1335,200X160MM 6KG REDUCING SINGLE Y (P2),
REDUCING SINGLE Y,MH1336,200X110MM 6KG REDUCING SINGLE Y (P2),
REDUCING SINGLE Y,MH1337,160X110MM 6KG REDUCING SINGLE Y (P3),
BEND 22.5 DEG,FF1111,200MM (22.5DEG) 6KG BEND FAB.,https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 22.5 DEG,FF1112,225MM (22.5DEG) 6KG BEND FAB.,https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 30 DEG,FF1113,400MM (30DEG) 4KG BEND FAB.,https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1114,140MM (45DEG) 4KG BEND FAB. (P7),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1115,160MM (45DEG) 4KG BEND FAB. (P5),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1116,200MM (45DEG) 4KG BEND FAB.,https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1117,63MM (45DEG) 6KG BEND FAB. (P-96),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1118,75MM (45DEG) 6KG BEND FAB. (P50),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1119,90MM (45DEG) 6KG BEND FAB. (P-30),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1122,110MM (45DEG) 6KG BEND FAB. (P-30),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1123,140MM (45DEG) 6KG BEND FAB. (P7),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1124,160MM (45DEG) 6KG BEND FAB. (P-9),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1125,180MM (45 DEG) 6 KG BEND FAB. (P2),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1126,200MM (45DEG) 6KG BEND FAB. (P-4),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1127,225MM (45DEG) 6KG BEND FAB.,https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1128,250MM (45DEG) 6KG BEND FAB.,https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1129,315MM (45DEG) 6KG BEND FAB.,https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1133,90MM (45DEG) 10KG BEND FAB  (P30),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1134,110MM (45DEG) 10KG BEND FAB (P20),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
BEND 45 DEG,FF1135,160MM (45DEG) 10KG BEND FAB. (P5),https://drive.google.com/uc?export=view&id=1jZwBDZztrbUYiMTExPA1WmgDn94hJVzx
